TentRepDisp(cm), TentRepAcc(g)
-1.335835877124939564e-01,-2.968267210873917761e-02
-1.325983263946527713e-01,-2.906961941355290166e-02
-1.297683550563026589e-01,-2.729984579097452513e-02
-1.256599832612689260e-01,-2.472374419282436300e-02
-1.209480965532050145e-01,-2.162471950382557212e-02
-1.163286971574160750e-01,-1.833640488217998937e-02
-1.124378378204427820e-01,-1.522401219526623925e-02
-1.097884122548196534e-01,-1.259336329340439257e-02
-1.086869877200490886e-01,-1.082164176216235049e-02
-1.091734884607176992e-01,-1.018006602322032300e-02
-1.110469666462268051e-01,-1.053271883098460052e-02
-1.139294937113919520e-01,-1.156239643506775175e-02
-1.173339993360232869e-01,-1.295609881303246350e-02
-1.207403961824861233e-01,-1.436448979703978772e-02
-1.236436655022705583e-01,-1.555338096406180121e-02
-1.255841579209241998e-01,-1.637147453755114640e-02
-1.262009170279546344e-01,-1.655542212444837194e-02
-1.252732834825091013e-01,-1.590723899100456723e-02
-1.227202502935852285e-01,-1.446239499284705972e-02
-1.185834286804535037e-01,-1.234749733298363267e-02
-1.129934265944688432e-01,-9.774460337550928621e-03
-1.061332272514284580e-01,-6.968141341125936271e-03
-9.823720048402623251e-02,-3.955117611732152094e-03
-8.960082390181783873e-02,-7.031091636751354498e-04
-8.057551648425841095e-02,2.737720365192553192e-03
-7.156007644000100809e-02,6.299097259765761014e-03
-6.297836768960617115e-02,9.829758174952372973e-03
-5.524818095154256092e-02,1.312895260487034754e-02
-4.876629446615449864e-02,1.610074203021533493e-02
-4.389178074338552504e-02,1.864133459180568678e-02
-4.091080528173425546e-02,2.053866533548906470e-02
-4.000175953537282725e-02,2.158964508341396429e-02
-4.120012552219114860e-02,2.158789659069557457e-02
-4.437461744988635548e-02,2.040600593734359994e-02
-4.924414596266087768e-02,1.819096340222963251e-02
-5.541453765354118627e-02,1.522010843988790343e-02
-6.241293506676257041e-02,1.176236268026405532e-02
-6.972626101986181824e-02,8.110385174711852094e-03
-7.683318771954791848e-02,4.492890318337543210e-03
-8.323012812102287272e-02,1.093039775119446569e-03
-8.846730923503556832e-02,-1.836565731964955733e-03
-9.217936151623884466e-02,-4.081258877870450746e-03
-9.409436994845805924e-02,-5.554937255313037447e-03
-9.403358779067770568e-02,-6.229759472321240790e-03
-9.190346342766042564e-02,-6.153704260824873276e-03
-8.768521448150279340e-02,-5.392901710511956853e-03
-8.143815112552481306e-02,-3.909913355548064184e-03
-7.330632992870185494e-02,-1.653552744489160398e-03
-6.351799221128988371e-02,1.384567775484856628e-03
-5.238128893883491066e-02,5.167140489935825171e-03
-4.027165116106855985e-02,9.531377196770036628e-03
-2.761356995726858832e-02,1.424968474281061021e-02
-1.486526978590898065e-02,1.911360600010689539e-02
-2.502049456926191007e-03,2.390542633183264862e-02
9.004756701430284560e-03,2.842077205771804949e-02
1.920905177186240861e-02,3.247408975934576447e-02
2.771142783169350948e-02,3.585092963685516942e-02
3.417802522638119234e-02,3.836781701540752099e-02
3.835126897878190361e-02,3.992438404840185223e-02
4.005502897654748817e-02,4.046673880439553145e-02
3.919736625056964574e-02,4.000582464463543764e-02
3.577066298201638656e-02,3.857171354913178224e-02
2.984906272917892123e-02,3.613746011660415314e-02
2.158428431839458372e-02,3.268293114614543443e-02
1.120188116784181197e-02,2.821273599999164078e-02
-1.005132291503154675e-03,2.278297569565661262e-02
-1.468588330075167904e-02,1.658642444558260098e-02
-2.944167693134015773e-02,9.878900593223698817e-03
-4.484193148351203057e-02,2.915395535966706225e-03
-6.043900000343518236e-02,-4.042307198574209351e-03
-7.576930762577080425e-02,-1.079171119836728858e-02
-9.035281571102603271e-02,-1.715892442993945458e-02
-1.036974406649389946e-01,-2.292043087937713913e-02
-1.153066096487303654e-01,-2.787892362981955058e-02
-1.247031877276273404e-01,-3.189188988586919016e-02
-1.314614476161281298e-01,-3.484221063294233589e-02
-1.352250588629179961e-01,-3.671396341620002113e-02
-1.357268148591279644e-01,-3.750071569350411221e-02
-1.328210803436630227e-01,-3.707417490011392924e-02
-1.265122828913834985e-01,-3.531120695390577852e-02
-1.169849844366315922e-01,-3.212623322354966199e-02
-1.046204567254920559e-01,-2.751306981513242447e-02
-8.996593586056654546e-02,-2.171948944035588525e-02
-7.368265719674753356e-02,-1.511425294201425990e-02
-5.649736319737061474e-02,-8.018966891407337469e-03
-3.915003821075770801e-02,-7.790551539595324745e-04
-2.235427270605156586e-02,6.282766992995470097e-03
-6.767201740044338776e-03,1.288950514902021185e-02
7.056315239835209488e-03,1.868292331779785112e-02
1.870003508721297322e-02,2.337707643558343748e-02
2.789055115368416216e-02,2.693076028320456894e-02
3.448962445446961816e-02,2.940315536895891230e-02
3.847034265529680058e-02,3.094201904984229118e-02
3.989216707429439623e-02,3.171059971371779224e-02
3.891234577175617382e-02,3.166252306197035737e-02
3.580487952016230685e-02,3.070589207199269505e-02
3.096313332820876257e-02,2.886276687177388028e-02
2.489474535375339401e-02,2.619719985445496252e-02
1.818809546978880295e-02,2.291066258996769453e-02
1.146203285819856824e-02,1.929288562257433504e-02
5.337424407570783881e-03,1.550159332799390735e-02
4.038158424131375337e-04,1.172472100542057243e-02
-2.840625280266192033e-03,8.331278126589430899e-03
-4.046729226132994052e-03,5.685517093194210336e-03
-3.073613721832808149e-03,4.154083236988289490e-03
-2.904743360112346960e-05,3.991694090020484614e-03
4.760534962709899072e-03,5.033917086364716326e-03
1.081329122137250458e-02,6.916935604829076503e-03
1.754816203068800332e-02,9.326780473730226714e-03
2.434805031681509802e-02,1.190801631051537426e-02
3.061362436956602609e-02,1.435192142608631392e-02
3.580539266894073452e-02,1.641810416964661207e-02
3.950448994472034042e-02,1.775527236816759266e-02
4.146025686196647131e-02,1.809395828557690614e-02
4.158771409702884114e-02,1.747456902239678117e-02
3.994448229778242015e-02,1.606588596635196223e-02
3.669509256466760294e-02,1.411135340565525254e-02
3.207187916315810960e-02,1.187392816745890672e-02
2.636982404109714656e-02,9.411582544333340489e-03
1.995214497166688042e-02,6.714978221147781430e-03
1.323772342593435014e-02,3.877261936830783857e-03
6.685921612967944683e-03,1.003856430656026701e-03
7.735564639169611664e-04,-1.753406755244202135e-03
-4.035437243512548892e-03,-4.205903243259328898e-03
-7.302721943164311273e-03,-6.274775852090611408e-03
-8.630566469082256650e-03,-7.874789936927202583e-03
-7.703180863246869396e-03,-8.786967591537421171e-03
-4.329623755182311108e-03,-8.791954953633975001e-03
1.517509630555949904e-03,-7.684196989216966062e-03
9.675949931084995223e-03,-5.337781394041816313e-03
1.981258295572257272e-02,-1.897821984311327814e-03
3.146589133743674799e-02,2.354541224296440721e-03
4.408114599257132588e-02,7.156078838819185731e-03
5.705169391727538120e-02,1.221394512167640195e-02
6.976536607494349118e-02,1.726193166412015936e-02
8.164612738171803108e-02,2.206978976923778743e-02
9.220282339158900053e-02,2.634996309509063384e-02
1.010686522549743005e-01,2.985527242758526101e-02
1.080029009630105868e-01,3.249051074757779156e-02
1.128742214007549954e-01,3.423446802429477853e-02
1.156437766132482337e-01,3.511371610160612250e-02
1.163430607573789355e-01,3.518041037634518642e-02
1.150549109351171190e-01,3.442899060284079771e-02
1.118993817987192357e-01,3.284182264654916805e-02
1.070125561181332063e-01,3.044053972638618988e-02
1.005290251310130417e-01,2.727277923355763550e-02
9.258487365241095668e-02,2.342487115604362929e-02
8.332944404737888111e-02,1.900811854401767906e-02
7.293370768189942621e-02,1.414599892324954616e-02
6.160088026465481564e-02,8.966512528052715536e-03
4.957637009535790368e-02,3.577151242108084217e-03
3.715279567045533943e-02,-1.911863167397417733e-03
2.467890705324642456e-02,-7.372952579110947022e-03
1.256234399032905152e-02,-1.267110290441958095e-02
1.247930423419924733e-03,-1.763292790756672973e-02
-8.813823038188232234e-03,-2.207307347867023400e-02
-1.719463713218305143e-02,-2.585930143676377566e-02
-2.351774415838212007e-02,-2.886381493543353771e-02
-2.747986071328593211e-02,-3.093691242692921117e-02
-2.886607915619048004e-02,-3.195449397609022302e-02
-2.757338857324403286e-02,-3.178546205762628613e-02
-2.362629174062769871e-02,-3.035914150980915244e-02
-1.716667940284800908e-02,-2.778116243935987995e-02
-8.434432824038048254e-03,-2.423608788859783411e-02
2.259869495692953551e-03,-1.993154099792055628e-02
1.456296378830438873e-02,-1.509115057333252838e-02
2.808149115886946282e-02,-9.847137311525054615e-03
4.237757990531933888e-02,-4.300935245994629702e-03
5.697935975773430611e-02,1.366663916411672407e-03
7.139307656379222100e-02,6.981719128785053748e-03
8.512252141747954359e-02,1.239702847415045765e-02
9.769631842603514194e-02,1.746016618285189254e-02
1.086762175582537820e-01,2.211111524087019248e-02
1.176691808888221391e-01,2.628175543903868427e-02
1.243742417283152379e-01,2.973638021981456561e-02
1.286315006963079932e-01,3.222633492346833189e-02
1.304616701940422840e-01,3.356023445361630553e-02
1.300907746688186872e-01,3.361904322467357265e-02
1.279196292937771484e-01,3.253126780907988208e-02
1.244631845450162866e-01,3.056280669734968980e-02
1.203082041835154825e-01,2.790193644766850514e-02
1.160621403872774543e-01,2.477937369184564365e-02
1.122797252120645572e-01,2.152378942103112119e-02
1.093953155614854067e-01,1.844378392155855001e-02
1.076508081579572729e-01,1.587994422925245036e-02
1.070436369999948484e-01,1.408937883192088597e-02
1.073518017252626106e-01,1.299796922765484274e-02
1.081970021565516055e-01,1.237233126836959594e-02
1.090991428143142095e-01,1.200516613709567450e-02
1.095405786636215600e-01,1.165277688772512442e-02
1.090310628276816990e-01,1.110057156639315638e-02
1.071612754561622610e-01,1.018687425998154872e-02
1.036692111462882981e-01,8.686280122758918698e-03
9.849025792142220015e-02,6.431980523996346649e-03
9.174364260324142928e-02,3.484474466546032267e-03
8.368878280752981014e-02,9.221845164945202677e-06
7.468146268686771949e-02,-3.808241048362583439e-03
6.512222405664011560e-02,-7.756890805031603671e-03
5.541417725426793506e-02,-1.168666001816448703e-02
4.593164706673820430e-02,-1.548942716635813045e-02
3.697723633901686680e-02,-1.901825997139579977e-02
2.874841375084542794e-02,-2.214929570934140446e-02
2.134254873991151685e-02,-2.484734725623152785e-02
1.477966607520289286e-02,-2.712197021604108998e-02
9.026122712717519689e-03,-2.899547752588896646e-02
4.023458325061098420e-03,-3.050980350850644035e-02
-2.885806249947343296e-04,-3.170884690197205147e-02
-3.956304685295241458e-03,-3.262533368360301389e-02
-6.989411674994426733e-03,-3.329730529462045924e-02
-9.344753513771477532e-03,-3.375307363452340059e-02
-1.093697273636490795e-02,-3.396134962726635870e-02
-1.166080762049805618e-02,-3.386122907748834177e-02
-1.141083395855331702e-02,-3.342968307864378763e-02
-1.010424862579951434e-02,-3.263283892256279434e-02
-7.700015951847456047e-03,-3.139012439886558481e-02
-4.211632168158952784e-03,-2.963462046713925130e-02
2.733258067427771177e-04,-2.730028017516054201e-02
5.581167734932173004e-03,-2.436386550584207847e-02
1.146840976954744892e-02,-2.096521160154726088e-02
1.764915378983001118e-02,-1.731779773479056456e-02
2.382285348903874847e-02,-1.359542578556431798e-02
2.970361533840618073e-02,-9.986761986725399554e-03
3.503492401029092984e-02,-6.674354113608811125e-03
3.959658331305796614e-02,-3.804744335017769263e-03
4.322371964696966606e-02,-1.572290007247574561e-03
4.582065327293457363e-02,-1.143432446662259044e-04
4.735802055763674301e-02,6.326845743261696325e-04
4.786589267648811569e-02,8.128465778507298206e-04
4.741494955023652785e-02,6.005654167314140868e-04
4.609880110991552982e-02,1.802730272062093991e-04
4.404762870162726857e-02,-3.977410800252018097e-04
4.144835574755727919e-02,-1.130674997619106163e-03
3.855098332797193827e-02,-1.926641695253033734e-03
3.566946677058985271e-02,-2.700664383561515638e-03
3.315921069238839114e-02,-3.383525416529083868e-03
3.137933513925517809e-02,-3.891291868396959223e-03
3.067637125890908603e-02,-4.245130838702279238e-03
3.136245982805118543e-02,-4.452010669956655425e-03
3.366032063834552279e-02,-4.324247465285945002e-03
3.764887372942841981e-02,-3.653656877272601702e-03
4.321305841514259949e-02,-2.284325295059683528e-03
5.001166511057496961e-02,-1.316693356739635085e-04
5.751470657945826487e-02,2.614405577132939730e-03
6.507566441143738944e-02,5.620252609483100334e-03
7.198633148184234443e-02,8.656067325447731192e-03
7.754050098815899739e-02,1.145572835209191474e-02
8.110855393547354575e-02,1.365886679456242495e-02
8.220165710498136824e-02,1.494246235025662416e-02
8.054855321131106083e-02,1.494601799999828104e-02
7.615100826616623408e-02,1.341707958359128483e-02
6.925742842913198971e-02,1.050691584311264776e-02
6.029963426672828308e-02,6.555570236088716432e-03
4.983083273491259457e-02,1.884691601412101514e-03
3.845575732018667592e-02,-3.141148067570435215e-03
2.678239495537818385e-02,-8.230082773755462155e-03
1.538920735670865243e-02,-1.315836104892646741e-02
4.768454802187001816e-03,-1.759376911271593596e-02
-4.718714130074777927e-03,-2.126704612170641009e-02
-1.284087637757233905e-02,-2.416162274394784842e-02
-1.947829265588842118e-02,-2.636007311549481286e-02
-2.458966257014798956e-02,-2.800544901951312893e-02
-2.817705311254938005e-02,-2.925750108048547765e-02
-3.029327247371783882e-02,-3.009891105453763732e-02
-3.106191782310381913e-02,-3.045365343281178014e-02
-3.067622061031262046e-02,-3.034678226575336646e-02
-2.939447334191593389e-02,-2.981162689845163333e-02
-2.752230686847337640e-02,-2.889990468873036844e-02
-2.538292475488161670e-02,-2.769878854638413435e-02
-2.331021999670836176e-02,-2.620674541656178511e-02
-2.163677601591488392e-02,-2.444306265516123580e-02
-2.064125922966478927e-02,-2.260329636613193915e-02
-2.049230709587998578e-02,-2.090960029073097443e-02
-2.120021200075206114e-02,-1.955092159807150093e-02
-2.258436379735982366e-02,-1.866430296388923299e-02
-2.430331486630388574e-02,-1.816279732034655967e-02
-2.591800489229671017e-02,-1.784194040831975359e-02
-2.693536047984275081e-02,-1.758272856653366259e-02
-2.686075850770647255e-02,-1.723636260711451304e-02
-2.527056867170499044e-02,-1.657249262995375699e-02
-2.187734482284888621e-02,-1.538749364587599019e-02
-1.660150217760428953e-02,-1.345038503102862631e-02
-9.622081854682702426e-03,-1.061113899484047475e-02
-1.346898616662590368e-03,-7.034113218346769308e-03
7.656461094943996064e-03,-3.031263237162005499e-03
1.672194541656527034e-02,1.114945521544243989e-03
2.515587775703640241e-02,5.092720300099811553e-03
3.230452921772995756e-02,8.628997529510462616e-03
3.760877179195758896e-02,1.150976018193313605e-02
4.067300951114979912e-02,1.346128809579076602e-02
4.131752865704414052e-02,1.427751534712502421e-02
3.956762146340928737e-02,1.398532214911260042e-02
3.561310134966940572e-02,1.272172519215814847e-02
2.976501105129939276e-02,1.066525197840693592e-02
2.240449797350269057e-02,8.025335280256500059e-03
1.394463791414294468e-02,4.933305825975367771e-03
4.803001683893562759e-03,1.485268316664070491e-03
-4.638897643896630792e-03,-2.168931579513349878e-03
-1.406857814091076395e-02,-5.883795234167357203e-03
-2.324321843429169240e-02,-9.553418902239228794e-03
-3.197618600475841261e-02,-1.308807798958839391e-02
-4.012097543640597702e-02,-1.642132950255283802e-02
-4.755109277751647795e-02,-1.949827942789173624e-02
-5.414883477400821848e-02,-2.224802126756533771e-02
-5.980088657507091204e-02,-2.459434196148769722e-02
-6.438653096896124195e-02,-2.646997416445609139e-02
-6.777014304865688898e-02,-2.781819505185387925e-02
-6.981258139962026599e-02,-2.858403734537239005e-02
-7.038964308306785989e-02,-2.872159824445443682e-02
-6.940955977476091776e-02,-2.822476863209864850e-02
-6.683157780758464117e-02,-2.709398439141245951e-02
-6.267698455120584988e-02,-2.530857446425058971e-02
-5.703392280788130431e-02,-2.286494123139514931e-02
-5.006803778881813161e-02,-1.976146508247374894e-02
-4.202719785736271779e-02,-1.603742362436127653e-02
-3.322782562682250612e-02,-1.185731798593147798e-02
-2.403436772523330836e-02,-7.437530662261883710e-03
-1.483386422750853674e-02,-2.987732612561108496e-03
-6.010060450064290752e-03,1.278916086886146015e-03
2.066164982288333247e-03,5.209472058946059553e-03
9.040865795551886880e-03,8.685755563368164484e-03
1.458914319785134701e-02,1.154155552620450553e-02
1.842625741912048629e-02,1.364397583751054965e-02
2.032028267422096926e-02,1.494046956406221843e-02
2.010660323461112980e-02,1.541012877938552697e-02
1.768850345468696295e-02,1.511913524368575443e-02
1.303851814006097391e-02,1.413903204154112227e-02
6.218140447574565556e-03,1.240335732418518591e-02
-2.602452708767625644e-03,9.834675254319273294e-03
-1.312719524701989361e-02,6.405838521089567833e-03
-2.492677634397275771e-02,2.145842233251239739e-03
-3.746837621230898752e-02,-2.717342721911762335e-03
-5.016220572553720114e-02,-7.857719685108548874e-03
-6.239910239897163147e-02,-1.303155846781021282e-02
-7.359102740479454841e-02,-1.797411024508536320e-02
-8.320838924611342891e-02,-2.237555599124526826e-02
-9.080978424162072793e-02,-2.596189596586936932e-02
-9.608413811036842223e-02,-2.840750152176832119e-02
-9.888143964737242109e-02,-2.947607908135846735e-02
-9.920321863073716662e-02,-2.924690360844333856e-02
-9.717761582031457512e-02,-2.793451522255388508e-02
-9.302406908163461663e-02,-2.578610810101934075e-02
-8.701674947921121672e-02,-2.307142243954359365e-02
-7.948258042432904125e-02,-1.989556480992980825e-02
-7.080902640623680522e-02,-1.630257004722171499e-02
-6.143228263747676360e-02,-1.246539336817861429e-02
-5.182309280917350713e-02,-8.545235805559775119e-03
-4.246159094976048598e-02,-4.654799237063047407e-03
-3.380234046015778704e-02,-9.138150608949385106e-04
-2.626490969200167072e-02,2.693016285112115674e-03
-2.021997571867075599e-02,6.162486018098265947e-03
-1.593449656059416422e-02,9.231543643224399132e-03
-1.351519215957102879e-02,1.160332831729175146e-02
-1.285861382955337355e-02,1.304524077791527001e-02
-1.362063211598946340e-02,1.341344734490826709e-02
-1.526011863814745635e-02,1.291304464777878053e-02
-1.711931520439725560e-02,1.192694554587696645e-02
-1.848488583878990510e-02,1.070645793037231473e-02
-1.865729641392830165e-02,9.545122670339887400e-03
-1.702852910901368755e-02,8.833286787499929071e-03
-1.314808843812229067e-02,8.911779596261871356e-03
-6.804392873998639339e-03,1.018960099956250573e-02
1.916912210124740090e-03,1.294297965856367263e-02
1.265973663869176917e-02,1.695220321121051685e-02
2.486235917336074297e-02,2.177566179902275592e-02
3.782767895242659245e-02,2.696678246545373275e-02
5.080066765914210969e-02,3.204270292408136628e-02
6.301379744749395495e-02,3.668831106990327190e-02
7.371616429830407657e-02,4.068846365383978897e-02
8.222711038999525046e-02,4.369454865060848348e-02
8.798235210254994054e-02,4.542299073126663395e-02
9.055300106847044561e-02,4.579957724290943666e-02
8.965504899342216505e-02,4.483654054906879849e-02
8.513640827912799525e-02,4.268789098938668286e-02
7.696195350992501849e-02,3.952971843870313473e-02
6.523554764644956538e-02,3.531997067095349330e-02
5.022848711364998053e-02,2.997972608475550291e-02
3.239580528621033989e-02,2.350624028557188674e-02
1.238066991131355800e-02,1.596924364486494025e-02
-9.020653912771176355e-03,7.672959889523094101e-03
-3.091484025071719252e-02,-9.606108851827766665e-04
-5.235575043452020405e-02,-9.584087104086176992e-03
-7.239297126333103793e-02,-1.783448995344185523e-02
-9.012769944458265403e-02,-2.533612310096273329e-02
-1.047640892663773832e-01,-3.175368027809152838e-02
-1.156676178610821781e-01,-3.670020036783425837e-02
-1.224113108834882363e-01,-3.987225570553751264e-02
-1.247798772748358737e-01,-4.122332306738905189e-02
-1.227529029532591215e-01,-4.083244280800434750e-02
-1.164806192603478341e-01,-3.886818681727246400e-02
-1.062541009058848851e-01,-3.553344531643911480e-02
-9.248819367644910139e-02,-3.089255621237079960e-02
-7.570863611168383855e-02,-2.498800137549025274e-02
-5.652986637317670982e-02,-1.794493030638597691e-02
-3.563065651734929895e-02,-9.937578920759420828e-03
-1.372819166780327518e-02,-1.268367998636492355e-03
8.448045348893307854e-03,7.695197069877764140e-03
3.017775829774195159e-02,1.665398340058021204e-02
5.076988598784295398e-02,2.530107748753465668e-02
6.958009851354973740e-02,3.330250321822926518e-02
8.602677428644206481e-02,4.035124275286664647e-02
9.961252533305001156e-02,4.610094750153190257e-02
1.099418222038204135e-01,5.028143946422148486e-02
1.167301546551594849e-01,5.285070045737152999e-02
1.198111103403435712e-01,5.387164934626643281e-02
1.191299310704707348e-01,5.348794866923386321e-02
1.147379881158027415e-01,5.186720350417132336e-02
1.068137177899261131e-01,4.901675729466642428e-02
9.568513361127047034e-02,4.491881844917140765e-02
8.184103588917696070e-02,3.965937616043828384e-02
6.593122081897415110e-02,3.337144077886587679e-02
4.872785700904595785e-02,2.632064862236412062e-02
3.106561998526699564e-02,1.885387030037319334e-02
1.380034524203789179e-02,1.120909481005454011e-02
-2.238455646241789554e-03,3.649755472606867890e-03
-1.631626798353450966e-02,-3.422739620065971822e-03
-2.785719332336409476e-02,-9.618890399066565983e-03
-3.651080882680473455e-02,-1.454054731145357909e-02
-4.219904881655614504e-02,-1.789451345940164251e-02
-4.509097620864406519e-02,-1.975657509354246388e-02
-4.554272347057838205e-02,-2.038030824502564883e-02
-4.404210144022686901e-02,-2.000774032324754981e-02
-4.114499497530500066e-02,-1.892228174985807754e-02
-3.742011255435200023e-02,-1.734002643369950136e-02
-3.340488678274635553e-02,-1.542582980796921091e-02
-2.954436188528483317e-02,-1.345332598289862742e-02
-2.614254472673776739e-02,-1.165238322142837443e-02
-2.336177084105404977e-02,-1.006421407528652542e-02
-2.124313273925169596e-02,-8.658517588403809306e-03
-1.973691387357123100e-02,-7.329428428659474047e-03
-1.873746838419753161e-02,-5.965330910232681354e-03
-1.809403840772871516e-02,-4.630301298721883028e-03
-1.761241275479830462e-02,-3.435530075922524785e-03
-1.706898954024279810e-02,-2.430654843303958323e-03
-1.622536906278233132e-02,-1.635133451242466989e-03
-1.484295646252445366e-02,-9.508280084037047317e-04
-1.269846994535959832e-02,-2.186079876490614957e-04
-9.590067956924928916e-03,6.438071035202858061e-04
-5.342849717035730479e-03,1.728785223871457874e-03
1.773157728644598682e-04,3.180955021392230936e-03
7.049162422984266846e-03,5.129202588528085013e-03
1.527960546230491476e-02,7.737872103391893810e-03
2.479235484167569697e-02,1.111094722716303267e-02
3.543297571561699472e-02,1.513372432567959905e-02
4.698087218628391182e-02,1.959921341931485789e-02
5.916592276868751915e-02,2.427623188579122043e-02
7.168524593562569658e-02,2.892559155055857492e-02
8.420531131855020501e-02,3.343761629148522124e-02
9.636111326616077222e-02,3.775029144055032371e-02
1.077628916952185212e-01,4.172459689312037201e-02
1.180057176342793335e-01,4.522931607106901036e-02
1.266909483719071416e-01,4.813833116360369951e-02
1.334540274324535480e-01,5.031899966723756001e-02
1.379795022632753498e-01,5.174933968851714444e-02
1.400175532143148605e-01,5.240521561562176689e-02
1.394132973352430194e-01,5.212037400291844730e-02
1.361336175819195526e-01,5.072790294156048763e-02
1.302954031077388497e-01,4.808322655979840182e-02
1.221819468008867454e-01,4.412373895779889144e-02
1.122183370763252253e-01,3.907239390371895771e-02
1.009282898532967016e-01,3.328648322392867287e-02
8.889245497250472527e-02,2.707719598264152899e-02
7.670376385366638183e-02,2.077877368613269271e-02
6.493554211686561328e-02,1.468875585764536223e-02
5.411767968858662015e-02,9.052195830780599556e-03
4.470005737940051932e-02,4.194675153476453908e-03
3.702276287584876924e-02,3.700146501176837521e-04
3.130755965378663463e-02,-2.404752142996808423e-03
2.765781217792626437e-02,-4.214586805173746453e-03
2.607392665568829607e-02,-5.235650198399995764e-03
2.647004267039818060e-02,-5.661104381276158351e-03
2.866427882281727402e-02,-5.496758782334519242e-03
3.236492266495675368e-02,-4.705847494090635574e-03
3.716526696235326888e-02,-3.333852463450257333e-03
4.254713865621624624e-02,-1.464691040273184697e-03
4.791564431617435088e-02,6.784185437742971513e-04
5.264890855763175448e-02,2.802354226850904337e-03
5.613499513552296094e-02,4.722398263120307707e-03
5.781106870147230403e-02,6.244726967234957848e-03
5.720637660401087926e-02,7.103241731462719977e-03
5.397914817736954723e-02,7.060265668788257010e-03
4.796222692393971310e-02,5.841316593098399429e-03
3.919519764762644659e-02,3.270669026237765786e-03
2.791177149129723395e-02,-5.012646607446408220e-04
1.450772057433042522e-02,-5.179675010475538743e-03
-5.010434983379424790e-04,-1.042635067511496483e-02
-1.652326814684726419e-02,-1.588330871475821318e-02
-3.290845103727264159e-02,-2.136980996320081427e-02
-4.895454911225435857e-02,-2.676734309614617335e-02
-6.393213421518798012e-02,-3.184401473633806379e-02
-7.711047575743172622e-02,-3.637553549383353013e-02
-8.779233225829007059e-02,-4.014198138848285025e-02
-9.535463793150056322e-02,-4.291475042599391526e-02
-9.926720299839875139e-02,-4.462323023159289054e-02
-9.911269925312340967e-02,-4.519733174051263763e-02
-9.463179582427683201e-02,-4.437601804356663959e-02
-8.576669312296118786e-02,-4.190371733311325231e-02
-7.270359313249205591e-02,-3.755754709508205003e-02
-5.589741284042525765e-02,-3.123848752877485604e-02
-3.603506366937218874e-02,-2.325850645378212816e-02
-1.397032878557519404e-02,-1.412654808735172227e-02
9.336466015343601252e-03,-4.305677601306985916e-03
3.288399454252194376e-02,5.702852917210832033e-03
5.568100604313933055e-02,1.545909201010032576e-02
7.678647662456920819e-02,2.459202228311344746e-02
9.537018968805240082e-02,3.261180629529680103e-02
1.107627400924330596e-01,3.911372703644590970e-02
1.224672687621610884e-01,4.398883186237267234e-02
1.301573143122352338e-01,4.725211869250423025e-02
1.336549516006182992e-01,4.904159531895092156e-02
1.329074909990191622e-01,4.952148031607121748e-02
1.280083602680683885e-01,4.860980679162252988e-02
1.192266719154570914e-01,4.617691890640930608e-02
1.070157963078590263e-01,4.222566156380964247e-02
9.201109796078732472e-02,3.682575921528265933e-02
7.499177311748489450e-02,3.023805486927070088e-02
5.682013200444330225e-02,2.284407252815639708e-02
3.840459743718108165e-02,1.490652848350490500e-02
2.065544486797744189e-02,6.726067612221680973e-03
4.405609534604584994e-03,-1.228135476782507562e-03
-9.667233392297911940e-03,-8.492250638179672101e-03
-2.111724399046046793e-02,-1.459489603726462845e-02
-2.978584790079078642e-02,-1.917251887026708707e-02
-3.577809402394752786e-02,-2.225807096222372564e-02
-3.939860084648591498e-02,-2.408497581779506236e-02
-4.109880248910991601e-02,-2.486255624217004884e-02
-4.141346407883239600e-02,-2.485344817668420567e-02
-4.089106006227890416e-02,-2.430512478551491093e-02
-4.003380052331523276e-02,-2.342166241225122902e-02
-3.922420712029361239e-02,-2.249414672341728746e-02
-3.866814970276519214e-02,-2.176450211517838573e-02
-3.840545893058230215e-02,-2.123902221060139719e-02
-3.835232299968682756e-02,-2.082038583907730098e-02
-3.834233619213693600e-02,-2.039649721024936260e-02
-3.817542918162153409e-02,-1.983425295905480099e-02
-3.765737029235551037e-02,-1.907283456059721827e-02
-3.662782885690092638e-02,-1.809955095197798153e-02
-3.500122868431908285e-02,-1.686050064073885482e-02
-3.279765232909044592e-02,-1.532268416082891230e-02
-3.013209365574998772e-02,-1.354094186345647551e-02
-2.718522183181382862e-02,-1.160961015710876634e-02
-2.417409489161543440e-02,-9.624641926380177182e-03
-2.131802776901473018e-02,-7.695628100265160254e-03
-1.881273286954833826e-02,-5.928244774361062300e-03
-1.681331711051867878e-02,-4.406282085940995720e-03
-1.540848159720207590e-02,-3.216797602234157914e-03
-1.460246469878681563e-02,-2.420824675739661515e-03
-1.432763134119711783e-02,-1.984660790555940225e-03
-1.446956549133672325e-02,-1.828077540682612398e-03
-1.489179611759695529e-02,-1.895150438269472323e-03
-1.546329995155542279e-02,-2.112142001609668574e-03
-1.607532244932022292e-02,-2.381405754942399026e-03
-1.665035248908415533e-02,-2.620329358931141987e-03
-1.716192717288502964e-02,-2.720945189345684318e-03
-1.764786663359492122e-02,-2.611714597574675729e-03
-1.819919068567190865e-02,-2.372732975871619417e-03
-1.894138839000867464e-02,-2.143899748907039573e-03
-2.000951600526094595e-02,-2.049951220106085211e-03
-2.152346409156424833e-02,-2.220869440377134379e-03
