-1.7315	-0.0645	-0.5745	-0.9765
-1.55	-2.201	-0.4195	1.203
-0.1065	-2.54	-1.015	1.982
0.5085	-0.3735	0.0515	0.3795
0.2225	1.535	1.6305	-1.5735
-0.5515	2.793	1.3775	-1.3005
0.182	0.4015	1.5265	0.1395
0.4345	-1.419	0.3295	2.9295
1.845	-0.7515	-0.018	2.6305
1.0145	1.564	1.485	0.253
-0.074	3.058	1.9325	-0.5225
-0.801	2.0135	1.6895	0.583
-1.644	-0.6305	1.338	3.202
-0.4895	-2.675	-0.119	4.2775
0.7665	-0.7005	-0.1105	2.6875
0.6435	2.4135	1.273	-1.2385
0.9095	3.207	0.9695	-2.4795
0.7825	1.557	0.1275	-0.605
1.042	-1.4565	-0.473	1.2055
0.6	-2.2135	-1.33	2.315
-0.319	-1.1995	-0.081	-0.3195
-0.3395	1.571	0.224	-2.613
-0.209	1.997	-0.214	-1.9155
0.183	-0.7395	-0.568	-0.407
-0.305	-2.3675	-1.454	0.8255
0.9245	-2.05	-1.3135	0.2145
1.5955	1.161	-1.1695	-1.278
0.8375	2.447	0.286	-3.266
-0.2255	0.781	0.54	-1.648
-0.4565	-0.727	-0.335	1.928
-0.8255	-2.701	0.451	2.093
-0.532	-1.3525	0.297	1.5615
-1.1125	1.3245	1.3705	-0.4995
0.1585	2.2405	1.5295	-1.6825
0.2935	1.248	0.325	0.5375
-0.842	-1.224	0.7125	1.76
-0.4	-1.7485	-0.4625	2.2395
-0.25	-0.394	-0.1105	1.028
-0.6755	1.092	0.3305	-1.1435
-1.642	1.3975	-0.3675	-0.9935
-1.008	-1.434	-0.569	0.0035
-0.296	-2.3235	-1.7175	1.1435
1.376	-1.5255	-1.6425	-0.422
1.9795	0.7175	-1.059	-3.121
1.144	2.407	-0.227	-4.023
0.131	0.839	-0.216	-2.647
-0.0165	-1.9005	-0.982	0.699
-0.764	-2.995	-0.873	1.8175
-0.665	-1.542	-0.176	0.9015
-2.1275	0.923	0.829	-0.8625
-1.1385	1.2145	0.948	-1.4835
0.165	0.891	-0.479	0.7445
0.533	-1.125	-0.4315	1.3945
1.852	-1.21	-0.8845	1.059
2.181	1.6185	-0.5825	-0.172
0.6375	3.013	1.1335	-1.464
-1.1625	1.057	1.594	-0.388
-1.2615	-1.2095	0.3235	2.518
-0.229	-2.0135	0.5275	3.692
0.448	-0.703	0.924	1.5295
0.752	2.276	1.2975	-1.119
0.0475	3.1755	2.387	-2.0085
-0.758	1.198	0.8425	0.73
-0.1255	-2.162	-0.0655	2.933
-0.7525	-2.732	-0.233	3.137
-0.648	-0.1205	-0.081	0.679
-0.433	1.845	0.7335	-2.3505
-0.0445	2.2205	-0.013	-2.049
0.191	-0.5315	-0.7835	-0.643
0.568	-2.409	-2.167	1.346
1.1285	-2.0195	-1.7645	-0.17
1.034	0.3295	-0.9535	-2.588
0.205	2.477	-0.93	-3.052
0.064	0.4135	-0.1135	-2.6715
0.5985	-1.524	-1.492	1.072
0.018	-2.1945	-1.0455	1.6735
-0.171	-1.103	0.4885	-0.3285
0.4275	2.064	0.3215	-1.3175
0.704	2.4105	1.419	-1.523
-0.692	1.093	1.068	0.864
-1.1745	-1.9225	0.9375	2.664
-0.6605	-1.9845	0.83	3.68
0.0485	0.659	0.832	1.69
0.1555	2.418	1.8825	-0.742
-1.5635	2.4135	1.8125	-0.3555
-1.2745	-0.3955	0.693	1.4435
-1.3545	-2.4065	-0.5065	3.5155
-0.1765	-2.453	-0.617	1.806
-0.2775	0.2455	-0.5395	-1.3075
0.1985	2.305	-0.0105	-3.4455
0.6115	1.2795	-1.0555	-3.0365
0.0775	-1.5805	-1.8915	-0.639
0.7825	-3.557	-2.049	0.266
1.036	-1.198	-2.3365	-1.0805
0.1325	0.7565	-0.518	-3.852
0.3065	1.391	-0.5255	-3.9165
-0.819	0.412	-1.0875	-1.0845
-0.386	-3.1615	-0.587	0.957
-1.0875	-2.9305	-1.48	2.1595
-1.3005	-0.3805	0.4215	0.0305
-1.3175	1.227	1.202	-2.216
-0.6525	2.01	-0.1	-0.261
-0.834	-0.6585	1.0155	0.748
0.1585	-2.0365	-0.5485	2.2575
0.3805	-0.8255	-0.259	1.5985
2.0185	1.48	1.173	-1.239
1.405	3.759	0.3115	-1.7655
1.188	1.622	1.342	-0.5505
-0.6735	-0.336	0.734	2.1905
-0.7185	-2.045	0.4525	3.363
-1.6975	-1.6465	1.0845	2.208
-1.382	1.1295	0.875	0.5045
-0.914	1.478	1.3445	-0.82
0.2535	0.134	0.231	0.066
0.627	-0.4665	-0.7455	1.017
0.9445	-1.203	-0.2125	-0.3315
2.2825	0.7355	-1.633	-0.528
2.033	2.183	-0.292	-2.5825
1.155	1.475	-0.186	-2.156
-0.258	-0.01	-0.97	0.6235
-0.079	-2.3055	0.138	0.9445
-0.6225	-0.8645	-0.824	2.007
0.102	-0.1475	0.792	-0.2305
-0.0955	1.6675	1.1415	-1.622
-1.0345	1.861	1.1235	0.027
-0.5305	-1.4845	1.089	0.8895
0.2225	-1.213	-0.5215	2.4335
0.501	-0.0985	0.694	0.934
0.006	1.053	0.8395	-1.2415
-0.0745	2.317	0.1605	-0.6765
-1.336	0.152	0.8825	-0.0395
-0.074	-2.1865	-0.9405	2.0435
-0.197	-1.5665	-1.207	1.9175
0.0905	-0.209	0.3585	-1.3365
-0.2335	1.794	-0.505	-2.0585
-0.0155	0.8615	0.172	-2.2715
1.0075	-0.7695	-1.0845	-0.2565
0.975	-1.6705	-1.536	1.006
0.6285	-1.192	-0.0095	-0.888
-0.2585	1.5945	-0.479	-1.4145
-0.0185	1.0995	0.697	-1.767
0.1045	-0.162	-0.133	0.244
0.624	-0.813	-0.829	1.9175
0.3375	-1.1435	0.6335	1.2125
-0.2225	0.9655	0.547	0.6345
-1.6115	1.794	1.5305	-0.2925
-0.7095	0.279	1.686	0.4895
-1.2075	-0.5875	0.149	2.062
-0.435	-1.5545	0.7305	1.7615
0.6275	-0.2415	-0.1375	0.7035
0.4375	1.391	0.441	-1.2795
0.989	1.6215	0.928	-1.728
0.321	1.0105	-0.5525	-0.1905
0.188	-1.424	-0.108	0.6505
-0.3905	-1.6295	-1.0315	1.1315
-0.809	-0.19	-0.8925	0.322
-0.4745	-0.052	0.3485	-1.8245
0.0455	0.7485	-1.177	-1.3545
0.055	-0.054	-0.661	-0.5905
0.5085	-1.937	-0.5995	-0.6985
0.5265	-0.668	-1.556	0.3085
0.1555	-0.009	0.593	-1.525
-0.342	0.973	0.049	-1.689
-0.2345	0.4505	0.1505	-0.323
0.725	-1.039	0.137	0.6735
-0.8135	-0.0335	-0.578	2.346
-0.396	-1.1865	1.511	0.242
0.137	1.2275	-0.3305	0.2945
0.68	2.6705	0.2795	0.6165
0.6845	0.0145	1.333	-0.0745
-0.0575	0.224	-0.98	2.5855
-0.718	-0.5495	1.449	1.8515
-0.35	-0.1955	0.5355	1.0515
-0.5835	0.8165	0.2525	0.2595
0.352	0.599	1.6815	-0.999
0.509	1.19	-1.025	0.5325
0.044	-1.3325	0.787	-0.422
-0.2895	-1.0015	-0.095	-0.0625
-1.0395	0.265	-0.9455	-0.224
-1.0065	-1.467	0.681	-1.958
-1.5615	-0.251	-1.765	-0.708
-1.1405	-1.5805	-0.9415	-1.1795
-0.616	-2.437	-1.7915	-1.0355
0.171	-0.8655	-2.665	-1.4285
1.059	-0.5545	-0.84	-3.755
1.374	0.8355	-2.7045	-2.9105
2.8225	0.435	-2.009	-2.713
1.1465	-0.28	-0.9945	-1.445
-1.0355	-0.7165	-1.1465	0.6185
-1.547	-1.814	0.58	0.4455
-1.283	0.0635	0.113	1.172
0.69	0.394	0.64	0.8235
1.1195	0.9455	1.147	0.909
-0.577	1.9215	1.632	1.606
-1.1535	-0.202	2.934	1.662
-0.763	0.124	1.2335	3.6205
0.3125	1.0955	1.695	2.95
0.7685	0.693	2.2845	1.129
0.0855	2.336	0.866	1.7315
-1.044	1.323	2.6725	0.2915
-0.138	-0.557	0.2665	1.4495
-0.0245	-0.816	-0.6325	2.357
1.411	-0.641	0.502	-0.7535
0.9955	1.512	-1.1125	-1.775
2.33	1.0775	-0.166	-2.845
1.8555	1.2285	-1.101	-1.654
0.358	-0.4395	-0.9005	-0.2545
-1.0885	-2.4665	-0.3335	0.2955
-1.339	-0.613	-1.2335	0.731
-1.459	-0.5935	0.3765	-0.9955
-0.424	-0.1825	-0.61	-0.6785
-0.7235	0.2695	-0.732	-0.7825
-0.1595	-1.4305	0.247	-0.6215
0.381	-0.7655	-1.556	0.207
0.743	-0.073	-0.0325	-1.5855
0.201	0.619	0.2315	-1.4485
0.2265	0.4965	-0.7415	-0.897
0.489	-0.4215	0.2845	-0.559
0.719	-0.326	-0.4805	0.9385
0.131	-0.336	-0.0295	0.601
0.5745	0.6435	1.088	-0.136
0.3805	1.889	0.44	0.56
0.426	0.8055	1.248	1.3915
-0.673	0.0935	1.2475	2.129
-0.637	-0.0535	1.0795	2.905
-0.5525	0.044	1.4835	2.7005
-0.9465	1.456	1.111	1.554
-1.0915	0.75	1.9925	0.5065
-1.151	-0.134	0.3935	1.2225
0.5535	-0.3055	-0.59	1.0875
0.6105	-0.9105	-0.02	-0.6335
0.0125	0.128	-0.93	-1.5185
-0.0635	0.1015	-0.3685	-3.0205
-0.1085	-0.6675	-1.3245	-2.4765
1.032	-1.7025	-2.035	-1.662
1.598	-1.618	-2.0695	-2.4845
0.6935	0.293	-2.007	-2.574
-0.0055	-0.347	-0.5315	-3.481
-0.237	-0.412	-1.635	-1.6505
-0.1475	-0.8245	-1.3955	0.711
-0.779	-1.91	-0.511	0.616
-0.655	-0.352	-0.93	0.636
-0.5745	0.943	0.657	-0.0305
0.421	1.3835	0.1545	0.197
0.0105	1.023	0.45	1.1605
-0.415	-0.608	1.407	2.07
0.5455	-0.0505	0.281	2.5995
-1.2135	0.7065	2.148	1.5125
-1.208	0.439	2.9525	0.425
0.0335	1.2295	0.8075	1.306
0.2635	0.4405	1.6385	1.0685
0.579	-0.372	1.1	0.3305
0.758	0.678	-0.365	0.6645
0.7295	0.82	1.1795	-0.354
0.0645	0.771	-0.248	-0.3715
-0.9535	-0.1695	-0.552	-0.1075
-1.2245	-1.1195	-0.5695	0.3065
0.079	-1.182	-2.2285	0.4785
0.434	-1.227	-1.483	-0.926
0.7205	0.3405	-1.229	-2.27
0.489	0.8975	-1.2945	-3.1255
0.4455	-0.3865	-1.021	-1.7245
1.1035	-1.4705	-1.2305	-1.164
1.6535	-0.918	-1.4625	-0.745
1.645	0.6365	-0.4225	-1.0585
0.879	1.4095	0.437	-2.1155
-1.26	1.2515	1.069	0.127
-1.359	-1.0785	1.472	2.221
-0.653	-1.1665	0.2775	3.5445
0.8205	0.0065	1.507	2.7085
0.535	2.2935	1.936	0.9455
0.054	3.5565	2.2175	0.5515
-0.851	1.188	2.83	1.7285
-0.8505	-0.8145	0.9875	4.2185
-0.2155	-1.238	0.4525	4.132
0.2625	0.195	0.891	1.698
-0.1115	2.2345	0.809	-0.517
0.1745	1.928	0.91	-1.4515
0.8655	0.409	-0.7285	-0.1905
1.213	-1.298	-1.4305	0.805
0.158	-1.8595	-0.8595	-0.4085
-0.086	-0.2905	-1.0555	-2.109
-0.3375	0.586	-0.5585	-3.492
0.311	-0.242	-0.849	-2.902
0.31	-1.358	-1.7665	-1.533
-0.1595	-2.3405	-1.1005	-1.1275
-0.7935	-1.89	-1.041	-1.3165
0.3355	-0.077	-0.7995	-2.1305
0.409	0.9665	-0.3355	-2.0765
0.795	0.2625	-0.6545	-1.1335
0.405	-0.278	-1.0025	0.7025
0.2655	-0.4845	-0.612	1.536
-0.3085	-0.1605	-0.3135	1.1745
-0.332	0.9615	-0.018	1.0105
-1.2125	1.513	0.848	1.0335
-0.4435	0.4845	0.459	2.2485
-0.874	-0.595	0.497	3.0775
-1.0075	-0.8895	1.41	2.6095
-0.9985	0.0735	1.35	1.3335
0.0555	1.051	1.3705	-0.022
0.3975	1.318	1.6705	-0.854
0.3725	0.6915	0.7625	-0.538
-0.303	-0.7325	0.4295	0.179
-0.2355	-1.4805	0.389	-0.347
-0.6735	-0.256	-0.588	-0.9585
0.0395	-0.105	-0.4045	-2.0725
0.6855	-0.2105	-1.497	-2.1275
0.408	-0.2915	-2.086	-1.0735
0.062	-1.941	-1.64	-0.9965
0.442	-1.3055	-2.4765	-0.784
-0.005	0.1135	-1.6735	-1.5185
-0.1695	0.226	-0.984	-2.001
-0.4775	-0.337	-1.467	-0.8135
0.096	-0.9755	-0.9455	0.2685
-0.299	-0.725	-0.7025	0.604
-0.052	-0.768	0.449	0.0785
-0.868	0.594	0.7635	-0.3335
-0.8115	1.104	1.4435	-0.173
-1.3835	-0.6745	1.549	0.559
-0.7265	-1.052	0.5245	1.4185
0.372	-0.6115	0.715	0.4775
1.092	0.499	0.2595	-0.4695
1.13	1.863	0.202	-1.058
1.2065	1.095	0.739	-1.498
1.998	0.6185	-0.958	1.2255
1.041	0.211	-0.1955	1.649
0.258	-0.4165	0.5325	0.5715
0.0315	1.3385	-0.261	1.7295
-1.2115	1.1355	1.2355	0.816
-0.501	0.0525	0.714	1.4575
-1.551	-0.614	0.2465	2.8525
-0.526	-1.2305	1.206	1.548
0.3205	0.4455	0.353	0.35
1.547	1.4385	0.738	-1.4425
2.635	2.008	0.525	-2.1815
1.402	1.2225	-0.1565	-0.921
-0.575	-1.3635	0.7855	0.0725
-1.094	-1.9285	-0.139	1.0565
-1.258	-1.026	-0.127	0.5305
-1.6865	-0.21	0.4595	-0.989
-1.8755	-0.063	-0.241	-1.404
-0.8475	-1.3125	-0.85	-0.39
-0.0175	-1.487	-2.0445	0.394
0.727	-1.324	-1.5735	-1.543
2.2445	0.236	-1.65	-2.484
2.457	2.4245	-2.052	-2.7675
1.7845	1.228	-0.52	-2.665
0.9055	-0.9765	-1.0145	-0.0925
-0.859	-1.066	-1.116	1.8525
-0.433	-1.0685	0.9415	1.0965
-0.6985	-0.117	0.6805	0.704
-0.42	1.686	1.33	0.637
-0.7325	1.193	2.3925	0.484
-0.5295	-0.341	1.1605	2.2065
-0.1445	-0.639	1.531	2.6905
0.2115	0.503	1.9695	1.3675
0.976	1.883	1.1375	0.619
1.373	2.0075	2.018	-0.223
1.192	1.759	0.885	0.4825
0.581	0.14	0.287	2.039
-0.8275	-0.909	0.77	1.5925
-0.825	-0.101	-0.4885	1.0245
-0.815	0.093	-0.356	0.532
-0.4185	-0.2025	-0.7755	-0.98
0.332	0.07	-1.876	-0.4535
-0.907	-1.203	-0.8735	-0.525
-0.492	-1.583	-1.425	-1.225
-0.0255	-0.908	-1.272	-1.559
0.911	-0.564	-0.5425	-2.6055
1.467	0.743	-1.5195	-2.916
0.5865	-0.1845	-0.1955	-2.9815
0.0855	-1.079	-0.611	-1.2535
-1.111	-1.2555	-0.576	-0.199
-1.4725	-1.907	0.251	-0.0895
-1.349	-0.435	-0.4525	0.4125
-0.896	-0.13	0.484	-0.341
-0.4925	0.153	0.378	0.2815
0.4485	0.7335	-0.761	0.668
0.8705	0.119	0.508	0.122
0.7415	0.7505	-0.507	0.914
0.425	1.0325	-0.2765	0.611
0.133	0.2695	0.804	0.871
-1.1135	0.1375	0.1415	1.656
-1.8085	-0.605	0.8145	1.261
-0.5525	-0.7215	0.7075	0.8645
0.492	0.2505	-0.072	0.599
0.2665	0.5305	1.004	-0.864
0.718	0.3655	0.929	-1.5585
0.461	0.639	0.077	-0.493
0.672	-0.394	0.9625	-0.7755
0.97	-0.321	-0.167	-0.428
0.9315	0.364	-0.037	-0.1445
-0.1395	0.492	0.5325	-0.4955
-0.133	0.4435	-0.2335	0.184
-0.2685	-0.326	-0.197	1.062
-0.1125	-0.353	-0.411	1.5025
-0.1995	0.2635	-0.4415	0.8165
-0.887	0.387	0.363	0.237
-0.541	0.3065	-0.153	0.363
-0.917	-0.1095	-0.2685	0.9345
-0.0775	-1.0665	-0.114	0.5085
0.687	-0.51	-0.587	-0.379
1.3105	0.7645	-0.024	-0.997
0.977	0.9885	-0.002	-2.343
1.2985	0.509	0.124	-1.4935
0.3685	-0.29	0.123	-0.233
0.691	-0.715	-0.118	0.0435
-0.087	-0.245	0.519	-0.067
-0.3475	0.2595	0.9065	-0.439
-1.083	0.799	0.6145	0.3645
-1.8095	-0.472	1.045	0.885
-1.3315	-1.279	0.137	2.1505
-0.754	-0.723	0.0255	1.5405
0.688	0.2935	-0.036	0.0555
0.535	1.6595	-0.663	-0.7975
1.0635	0.942	0.305	-1.3465
-0.245	0.558	-1.041	0.1925
-0.122	-1.601	-0.7	0.587
-0.221	-1.702	-0.5675	0.3445
-0.005	0.5255	-0.8235	-0.6935
0.2615	0.624	0.6235	-2.3115
0.579	0.3655	-0.1995	-1.6195
-0.765	-0.06	-0.433	0.3125
-1.8525	-2.4495	0.7125	0.4815
-1.5895	-2.228	-0.6925	0.7275
-0.2075	0.0285	-0.3835	0.1275
0.4245	0.9605	0.14	-1.8265
0.4025	0.9575	-0.6945	-1.268
0.5935	-0.182	-0.101	-0.164
1.0195	-0.2995	-0.8645	0.972
0.9485	-0.133	-0.408	0.906
-0.174	0.303	0.942	-0.198
0.1515	1.942	0.2725	0.279
0.4595	0.735	0.9105	0.439
0.354	-0.056	0.528	1.8525
0.667	0.2185	0.2505	1.555
0.9675	0.5065	1.2795	0.813
-0.699	1.6	1.4655	0.493
-0.7005	0.329	2.141	-0.448
-0.288	0.081	0.746	1.412
1.4535	-0.136	0.5425	0.8695
0.8635	0.04	0.901	-0.554
-0.175	0.9505	0.5605	-0.3445
-0.4835	-0.0085	0.514	-0.652
-1.234	-0.53	-0.4665	0.6905
-0.895	-1.602	-1.239	1.2635
-1.269	-1.659	-1.5625	0.4235
-0.419	-0.2985	-1.606	-0.5495
-0.177	0.455	-1.5265	-1.7025
0.2415	0.151	-1.619	-1.9415
0.3175	-0.635	-1.9895	-1.2825
-0.204	-1.4735	-1.6655	-0.877
0.1695	-1.5275	-1.3945	-1.2435
0.194	-0.658	-0.931	-1.57
0.104	-0.028	-0.0255	-2.295
0.0815	0.0335	0.374	-2.1345
0.3055	-0.2635	0.3	-0.818
1.5505	-0.221	0.3515	-0.398
1.9965	0.9205	0.366	0.0675
0.604	1.694	1.4285	0.222
-1.104	1.203	2.042	0.888
-2.583	0.0145	1.444	2.979
-2.1275	-1.323	1.213	4.362
-1.9545	-1.012	0.4675	4.0435
-1.1775	-0.187	1.3435	1.689
-0.4025	1.7155	0.6475	0.0185
0.943	1.942	0.406	-0.749
2.816	0.392	-0.59	-0.3
2.6555	0.4005	-1.58	-0.013
1.6805	0.076	-0.142	-1.525
0.9215	0.6445	-0.8235	-1.4925
-0.3465	0.6775	-0.648	-1.366
-1.2975	-1.092	-0.1405	-0.7065
-2.6455	-2.4625	-1.2425	1.2495
-2.1515	-3.152	-0.608	0.328
-1.8165	-1.396	-0.7625	-1.197
-0.022	0.1075	-0.8025	-2.545
1.137	0.4035	-0.6675	-3.143
1.159	0.279	-1.232	-1.9525
0.6615	-1.1595	-0.538	-1.273
1.021	-0.6975	-1.0315	-0.5275
1.658	0.7055	-0.7175	-0.772
2.2405	1.2535	0.269	-0.8925
1.0835	2.0405	-0.0535	0.427
0.1965	0.6325	1.435	1.3435
-0.0335	0.0585	1.045	3.4355
0.4215	0.733	1.0445	3.937
-0.02	1.469	2.7745	2.7625
-0.789	2.3555	2.958	2.831
-1.989	1.2455	3.148	2.937
-1.796	0.152	2.783	3.6915
-1.0315	-0.306	1.448	3.459
0.5365	-0.205	1.16	1.6805
0.744	1.237	0.6245	-0.639
0.6865	1.582	0.0525	-1.983
0.5895	0.1445	-0.641	-1.4645
0.022	-1.4975	-1.8005	-0.8895
-0.0975	-2.0815	-2.54	-0.6945
-0.152	-1.7775	-2.3395	-2.407
0.109	-0.4335	-2.368	-3.63
0.808	0.0915	-2.979	-3.5695
-0.62	-1.2465	-2.3625	-2.7455
-0.4635	-2.712	-2.184	-1.255
-0.06	-2.2	-2.1265	-0.9555
0.756	-0.4035	-0.8215	-2.115
1.576	1.4545	-0.122	-2.808
1.3695	1.969	0.1335	-1.9755
-0.0695	0.584	1.2105	0.1415
-0.466	-1.1275	0.5925	2.8835
-1.229	-1.1415	1.494	3.798
0.363	0.5955	2.5875	2.529
0.3145	3.1775	2.041	1.5835
0.7815	3.105	3.252	1.62
-0.483	1.75	2.535	3.1815
-1.139	-0.429	1.7905	4.906
-1.146	-0.9785	1.5135	4.7055
-0.529	0.908	1.2015	2.152
-0.99	1.8575	1.2595	0.1335
-1.3135	0.908	0.436	-0.1245
-1.547	-0.91	-0.925	0.522
-1.7145	-3.1265	-1.441	0.3115
-0.321	-3.0885	-2.457	-1.223
-0.1425	-0.55	-2.799	-3.8615
1.3765	-0.3625	-2.095	-6.3885
0.969	-0.2485	-3.056	-5.7565
0.7885	-1.9765	-3.0795	-4.739
1.372	-3.2445	-3.4795	-3.652
1.8425	-1.9875	-3.0985	-3.519
2.407	0.294	-1.956	-4.3105
1.2665	2.0425	-1.086	-3.391
-0.097	0.5815	0.2475	-1.3885
-1.3735	-1.013	0.285	2.436
-0.6395	-1.404	0.4585	4.8695
0.2385	-0.078	1.579	4.0865
-0.6515	3.3105	3.0855	2.923
-1.1805	3.712	4.2575	2.2215
-1.298	2.2875	3.613	4.8515
-2.0455	-0.0595	3.1845	6.827
-0.0795	-1.204	3.049	5.9045
0.5055	1.7785	2.043	3.7375
0.9185	3.5625	3.3345	-0.225
0.6435	3.3545	2.2805	-0.6985
0.5645	0.7525	0.759	0.9225
0.4355	-2.262	0.226	1.511
0.649	-1.946	-1.429	0.6725
1.1845	-0.189	-1.139	-2.5015
-0.3675	1.719	-0.6385	-4.466
-1.426	0.021	-1.9725	-3.741
-0.9975	-3.311	-2.866	-1.2695
-0.474	-4.235	-3.768	-0.5575
1.1655	-2.569	-4.1	-2.5505
0.693	0.673	-2.5565	-5.0865
0.5685	1.729	-1.5345	-6.04
-0.177	-0.3405	-2.0035	-2.742
-0.324	-3.3535	-1.9265	0.387
1.2935	-3.0395	-1.405	0.6435
1.596	0.4745	-0.1965	-0.7605
1.225	3.3935	1.862	-2.3035
-0.404	3.487	2.871	-1.0105
-1.2535	0.066	2.7525	2.8865
-0.8775	-1.8415	1.8665	6.742
-0.073	-0.8565	2.2655	5.822
-0.7505	2.168	3.5435	2.594
-0.6005	4.7195	3.676	1.059
-1.14	3.365	3.145	2.0385
-0.9695	-0.605	1.75	4.77
0.3145	-2.597	0.1345	5.233
0.916	0.1175	0.125	2.68
0.7875	2.5925	1.3985	-2.37
1.0205	3.17	0.316	-3.7365
1.2505	1.389	-0.914	-1.6465
1.743	-2.7325	-2.046	0.107
0.6145	-3.178	-3.0905	0.5685
-0.514	-1.65	-0.912	-2.6075
-1.445	0.6545	-1.3215	-4.4665
-1.658	0.276	-1.749	-3.9445
-0.801	-2.751	-2.0595	-1.983
-0.7685	-3.8245	-3.691	0.144
-0.009	-3.248	-2.3225	-1.34
0.59	0.1305	-1.366	-3.714
0.7305	2.4945	-1.1505	-4.3185
0.871	0.942	-0.2905	-2.581
0.462	-1.1945	-1.0015	0.6925
0.7265	-2.1245	-0.526	2.5135
0.2715	-0.682	0.558	1.6685
-0.325	2.317	1.7325	-0.026
-0.7615	2.9175	2.7015	0.146
-0.0225	1.3345	1.9375	2.803
0.3765	-0.54	1.673	4.6415
1.367	-0.208	1.7505	4.7935
0.92	2.368	2.596	2.691
-0.046	3.9745	3.7615	0.535
0.7955	3.1845	2.563	1.5765
0.2235	0.955	1.577	3.4465
-0.97	-1.1865	1.4645	4.05
-1.0715	-1.5095	0.575	2.6575
-1.776	0.1925	0.858	0.6065
-1.2995	0.9215	0.7925	-1.605
-1.0165	-0.3605	-0.894	-2.4705
0.5255	-1.584	-1.8875	-1.445
0.855	-2.1775	-2.726	-2.5065
1.2715	-1.93	-3.392	-3.7985
-0.5025	-0.653	-2.363	-4.927
-0.5495	-0.838	-2.8045	-5.3375
-1.0985	-2.065	-3.6975	-3.076
-0.782	-3.8995	-3.0725	-2.4645
